stage,metric,value,ci_lower,ci_upper
search,true_positives,142,,
search,false_negatives,49,,
search,false_positives,1028,,
search,recall,0.743455497382199,0.6771447259258051,0.8001660742318614
search,precision,0.12136752136752137,0.1038843492358417,0.1413289742653871
abstract,true_positives,140,,
abstract,false_negatives,2,,
abstract,false_positives,481,,
abstract,recall_in_search,0.9859154929577465,0.9501030115661628,0.996129064878418
abstract,recall_all_meta,0.7329842931937173,0.6661011068186194,0.7906801965580722
abstract,precision,0.22544283413848631,0.1943219472692376,0.25993974081299
fulltext,true_positives,123,,
fulltext,false_negatives,14,,
fulltext,false_positives,254,,
fulltext,additional_false_negatives,14,,
fulltext,missing_full_text,0,,
fulltext,incomplete_full_text,3,,
fulltext,false_negatives_all_texts,19,,
fulltext,false_negatives_fulltext_only,14,,
fulltext,omitted_incomplete_fulltext,3,,
fulltext,recall_in_search,0.8978102189781022,0.835771330235932,0.9381477391299373
fulltext,recall_fulltext_only,0.8978102189781022,0.835771330235932,0.9381477391299373
fulltext,absolute_recall_all_texts,0.8661971830985915,0.800462485425338,0.9126399489966649
fulltext,recall_all_meta,0.643979057591623,0.5738463995094144,0.7084341812289904
fulltext,precision,0.32625994694960214,0.280891699801704,0.3751332722601716
fulltext,precision_fulltext_only,0.32625994694960214,0.280891699801704,0.3751332722601716
fulltext_with_coords,true_positives,99,,
fulltext_with_coords,false_negatives,38,,
fulltext_with_coords,false_positives,151,,
fulltext_with_coords,omitted_incomplete_fulltext,3,,
fulltext_with_coords,recall_in_search,0.7226277372262774,0.6423664073938943,0.7907442644530601
fulltext_with_coords,recall_all_meta,0.518324607329843,0.4478017669722617,0.5881248523944446
fulltext_with_coords,precision,0.396,0.3373887778853423,0.45775906234257946
